,id,key,name,untranslatedName,custom,orderable,navigable,searchable,clauseNames,schema
0,customfield_19440,customfield_19440,Reason for rejection / withdrawal,Reason for rejection / withdrawal,True,True,True,True,"['Reason for rejection / withdrawal', 'Reason for rejection / withdrawal[Dropdown]', 'cf[19440]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 19440}"
1,customfield_19561,customfield_19561,App target product,App target product,True,True,True,True,"['App target product[Dropdown]', 'cf[19561]', 'App target product']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 19561}"
2,statusCategory,statusCategory,Status Category,,False,False,True,True,['statusCategory'],"{'type': 'statusCategory', 'system': 'statusCategory'}"
3,parent,parent,Parent,,False,True,True,True,['parent'],
4,resolution,resolution,Resolution,,False,True,True,True,['resolution'],"{'type': 'resolution', 'system': 'resolution'}"
5,customfield_20307,customfield_20307,Flagged By,Flagged By,True,True,True,True,"['Flagged By[Labels]', 'cf[20307]', 'Flagged By']","{'type': 'array', 'items': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:labels', 'customId': 20307}"
6,customfield_20306,customfield_20306,Violation type,Violation type,True,True,True,True,"['Violation type[Dropdown]', 'Violation type', 'cf[20306]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 20306}"
7,customfield_15080,customfield_15080,Changelog entry text,Changelog entry text,True,True,True,True,"['Changelog entry text[Short text]', 'cf[15080]', 'Changelog entry text']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 15080}"
8,customfield_24800,customfield_24800,FedRAMP Entity ID (as URL),FedRAMP Entity ID (as URL),True,True,True,True,"['cf[24800]', 'FedRAMP Entity ID (as URL)[URL Field]', 'FedRAMP Entity ID (as URL)']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:url', 'customId': 24800}"
9,lastViewed,lastViewed,Last Viewed,,False,False,True,False,['lastViewed'],"{'type': 'datetime', 'system': 'lastViewed'}"
10,customfield_19553,customfield_19553,The partner account the app is to be transferred to,The partner account the app is to be transferred to,True,True,True,True,"['cf[19553]', 'The partner account the app is to be transferred to', 'The partner account the app is to be transferred to[Number]']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 19553}"
11,customfield_24801,customfield_24801,FedRAMP Site Name,FedRAMP Site Name,True,True,True,True,"['cf[24801]', 'FedRAMP Site Name[Short text]', 'FedRAMP Site Name']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 24801}"
12,customfield_19432,customfield_19432,Links,Links,True,True,True,True,"['cf[19432]', 'Links', 'Links[Short text]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 19432}"
13,customfield_19433,customfield_19433,Visibility,Visibility,True,True,True,True,"['Visibility[Dropdown]', 'Visibility', 'cf[19433]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 19433}"
14,customfield_24924,customfield_24924,App Product Compatibility,App Product Compatibility,True,True,True,True,"['App Product Compatibility', 'App Product Compatibility[Select List (multiple choices)]', 'cf[24924]']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiselect', 'customId': 24924}"
15,customfield_24929,customfield_24929,Time to first response (Regional),Time to first response (Regional),True,True,True,True,"['cf[24929]', 'Time to first response (Regional)']","{'type': 'sd-servicelevelagreement', 'custom': 'com.atlassian.servicedesk:sd-sla-field', 'customId': 24929}"
16,customfield_19556,customfield_19556,App payment model,App payment model,True,True,True,True,"['cf[19556]', 'App payment model[Radio Buttons]', 'App payment model']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons', 'customId': 19556}"
17,customfield_19557,customfield_19557,App category,App category,True,True,True,True,"['App category[Labels]', 'cf[19557]', 'App category']","{'type': 'array', 'items': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:labels', 'customId': 19557}"
18,customfield_19436,customfield_19436,Hosting,Hosting,True,True,True,True,"['Hosting[Checkboxes]', 'cf[19436]', 'Hosting']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes', 'customId': 19436}"
19,customfield_19558,customfield_19558,CEPEU,CEPEU,True,True,True,True,"['CEPEU[Number]', 'cf[19558]', 'CEPEU']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 19558}"
20,customfield_19316,customfield_19316,14000 users,14000 users,True,True,True,True,"['14000 users', '14000 users[Number]', 'cf[19316]']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 19316}"
21,aggregatetimeoriginalestimate,aggregatetimeoriginalestimate,Σ Original Estimate,,False,False,True,False,[],"{'type': 'number', 'system': 'aggregatetimeoriginalestimate'}"
22,issuelinks,issuelinks,Linked Issues,,False,True,True,True,"['issueLink', 'workItemLink']","{'type': 'array', 'items': 'issuelinks', 'system': 'issuelinks'}"
23,assignee,assignee,Assignee,,False,True,True,True,['assignee'],"{'type': 'user', 'system': 'assignee'}"
24,customfield_24930,customfield_24930,App Transfer Target Vendor ID,App Transfer Target Vendor ID,True,True,True,True,"['App Transfer Target Vendor ID', 'cf[24930]', 'App Transfer Target Vendor ID[Number]']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 24930}"
25,customfield_19662,customfield_19662,Target migrateability quarter,Target migrateability quarter,True,True,True,True,"['cf[19662]', 'Target migrateability quarter[Version Picker (single version)]', 'Target migrateability quarter']","{'type': 'version', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:version', 'customId': 19662}"
26,customfield_19663,customfield_19663,Resolved as,Resolved as,True,True,True,True,"['cf[19663]', 'Resolved as[Dropdown]', 'Resolved as']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 19663}"
27,customfield_19300,customfield_19300,Request language,Request language,True,True,True,True,"['cf[19300]', 'Request language']","{'type': 'sd-request-lang', 'custom': 'com.atlassian.servicedesk.servicedesk-lingo-integration-plugin:sd-request-language', 'customId': 19300}"
28,customfield_19664,customfield_19664,Ecoscanner Workflow,Ecoscanner Workflow,True,True,True,True,"['Ecoscanner Workflow[Short text]', 'cf[19664]', 'Ecoscanner Workflow']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 19664}"
29,customfield_19302,customfield_19302,App Key / App ID,App Key / App ID,True,True,True,True,"['App Key / App ID', 'cf[19302]', 'App Key / App ID[Short text]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 19302}"
30,customfield_19544,customfield_19544,Promotion Code,Promotion Code,True,True,True,True,"['Promotion Code[Short text]', 'Promotion Code', 'cf[19544]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 19544}"
31,customfield_19660,customfield_19660,Unblocked quarter,Unblocked quarter,True,True,True,True,"['Unblocked quarter', 'Unblocked quarter[Version Picker (single version)]', 'cf[19660]']","{'type': 'version', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:version', 'customId': 19660}"
32,customfield_19781,customfield_19781,Waiting for Partner,Waiting for Partner,True,True,True,True,"['cf[19781]', 'Waiting for Partner']","{'type': 'sd-servicelevelagreement', 'custom': 'com.atlassian.servicedesk:sd-sla-field', 'customId': 19781}"
33,customfield_19661,customfield_19661,PDM,PDM,True,True,True,True,"['PDM', 'PDM[User Picker (single user)]', 'cf[19661]']","{'type': 'user', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:userpicker', 'customId': 19661}"
34,customfield_17000,customfield_17000,Severity level,Severity level,True,True,True,True,"['Severity level', 'Severity level[Dropdown]', 'cf[17000]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 17000}"
35,customfield_19307,customfield_19307,5000 users,5000 users,True,True,True,True,"['cf[19307]', '5000 users', '5000 users[Number]']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 19307}"
36,customfield_19308,customfield_19308,6000 users,6000 users,True,True,True,True,"['cf[19308]', '6000 users', '6000 users[Number]']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 19308}"
37,customfield_19429,customfield_19429,Context,Context,True,True,True,True,"['cf[19429]', 'Context', 'Context[URL Field]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:url', 'customId': 19429}"
38,customfield_19304,customfield_19304,App Total Installation,App Total Installation,True,True,True,True,"['App Total Installation[Number]', 'cf[19304]', 'App Total Installation']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 19304}"
39,customfield_19305,customfield_19305,3000 users,3000 users,True,True,True,True,"['3000 users[Number]', '3000 users', 'cf[19305]']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 19305}"
40,customfield_21614,com.atlassian.atlas.jira__project-status,Project overview status,Project overview status,True,True,True,True,"['cf[21614]', 'Project overview status']","{'type': 'string', 'custom': 'read-only-string-issue-field', 'customId': 21614}"
41,customfield_21613,com.atlassian.atlas.jira__project-key,Project overview key,Project overview key,True,True,True,True,"['Project overview key', 'cf[21613]']","{'type': 'string', 'custom': 'read-only-string-issue-field', 'customId': 21613}"
42,customfield_15180,customfield_15180,Feature Request Policy,Feature Request Policy,True,True,True,True,"['Feature Request Policy', 'cf[15180]']","{'type': 'string', 'custom': 'com.atlassian.jira.toolkit:message', 'customId': 15180}"
43,customfield_19531,customfield_19531,Bugcrowd Target,Bugcrowd Target,True,True,True,True,"['Bugcrowd Target', 'cf[19531]', 'Bugcrowd Target[Short text]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 19531}"
44,customfield_19532,customfield_19532,Bugcrowd Researcher,Bugcrowd Researcher,True,True,True,True,"['Bugcrowd Researcher', 'cf[19532]', 'Bugcrowd Researcher[Short text]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 19532}"
45,customfield_19412,customfield_19412,Issue color,Issue color,True,True,True,True,"['cf[19412]', 'Issue color']","{'type': 'string', 'custom': 'com.pyxis.greenhopper.jira:jsw-issue-color', 'customId': 19412}"
46,subtasks,subtasks,Sub-tasks,,False,False,True,False,['subtasks'],"{'type': 'array', 'items': 'issuelinks', 'system': 'subtasks'}"
47,customfield_19534,customfield_19534,Bugcrowd Report Status,Bugcrowd Report Status,True,True,True,True,"['cf[19534]', 'Bugcrowd Report Status[Dropdown]', 'Bugcrowd Report Status']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 19534}"
48,customfield_19535,customfield_19535,App ID,App ID,True,True,True,True,"['App ID[Number]', 'cf[19535]', 'App ID']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 19535}"
49,customfield_19899,customfield_19899,Last Communication,Last Communication,True,True,True,True,"['Last Communication[Date]', 'cf[19899]', 'Last Communication']","{'type': 'date', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:datepicker', 'customId': 19899}"
50,customfield_19536,customfield_19536,Remediation Due Date,Remediation Due Date,True,True,True,True,"['Remediation Due Date[Date]', 'cf[19536]', 'Remediation Due Date']","{'type': 'date', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:datepicker', 'customId': 19536}"
51,customfield_19537,customfield_19537,SLA Violation,SLA Violation,True,True,True,True,"['SLA Violation', 'SLA Violation[Checkboxes]', 'cf[19537]']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes', 'customId': 19537}"
52,customfield_21606,customfield_21606,Service,Service,True,True,True,True,"['Service[Select List (multiple choices)]', 'Service', 'cf[21606]']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiselect', 'customId': 21606}"
53,votes,votes,Votes,,False,False,True,False,['votes'],"{'type': 'votes', 'system': 'votes'}"
54,customfield_21604,customfield_21604,Cloud Site Name,Cloud Site Name,True,True,True,True,"['Cloud Site Name', 'cf[21604]', 'Cloud Site Name[Short text]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 21604}"
55,worklog,worklog,Log Work,,False,True,False,True,[],"{'type': 'array', 'items': 'worklog', 'system': 'worklog'}"
56,customfield_14080,customfield_14080,CC,CC,True,True,True,True,"['CC[User Picker (multiple users)]', 'CC', 'cf[14080]']","{'type': 'array', 'items': 'user', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker', 'customId': 14080}"
57,customfield_19640,customfield_19640,Pricing programs,Pricing programs,True,True,True,True,"['cf[19640]', 'Pricing programs[Select List (multiple choices)]', 'Pricing programs']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiselect', 'customId': 19640}"
58,customfield_19520,customfield_19520,Bugcrowd Submission URL,Bugcrowd Submission URL,True,True,True,True,"['Bugcrowd Submission URL[URL Field]', 'cf[19520]', 'Bugcrowd Submission URL']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:url', 'customId': 19520}"
59,customfield_18310,customfield_18310,Link,Link,True,True,True,True,"['Link[URL Field]', 'cf[18310]', 'Link']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:url', 'customId': 18310}"
60,customfield_19641,customfield_19641,Cloud security programs,Cloud security programs,True,True,True,True,"['Cloud security programs[Select List (multiple choices)]', 'cf[19641]', 'Cloud security programs']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiselect', 'customId': 19641}"
61,customfield_19883,customfield_19883,Slack Thread,Slack Thread,True,True,True,True,"['Slack Thread[URL Field]', 'cf[19883]', 'Slack Thread']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:url', 'customId': 19883}"
62,issuetype,issuetype,Issue Type,,False,True,True,True,"['issuetype', 'type', 'worktype']","{'type': 'issuetype', 'system': 'issuetype'}"
63,customfield_19521,customfield_19521,Vulnerability Severity Level,Vulnerability Severity Level,True,True,True,True,"['Vulnerability Severity Level[Dropdown]', 'cf[19521]', 'Vulnerability Severity Level']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 19521}"
64,customfield_15280,customfield_15280,Approvals,Approvals,True,True,True,True,"['Approvals', 'cf[15280]', 'Approvals[Approvals]']","{'type': 'sd-approvals', 'custom': 'com.atlassian.servicedesk.approvals-plugin:sd-approvals', 'customId': 15280}"
65,customfield_19400,customfield_19400,Migrations run in prod,Migrations run in prod,True,True,True,True,"['Migrations run in prod[Checkboxes]', 'Migrations run in prod', 'cf[19400]']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes', 'customId': 19400}"
66,customfield_19642,customfield_19642,Migration path type,Migration path type,True,True,True,True,"['Migration path type', 'Migration path type[Dropdown]', 'cf[19642]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 19642}"
67,customfield_15281,customfield_15281,Approvers,Approvers,True,True,True,True,"['Approvers[User Picker (multiple users)]', 'cf[15281]', 'Approvers']","{'type': 'array', 'items': 'user', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker', 'customId': 15281}"
68,customfield_19401,customfield_19401,Flag rolled out 100% in prod,Flag rolled out 100% in prod,True,True,True,True,"['Flag rolled out 100% in prod', 'Flag rolled out 100% in prod[Checkboxes]', 'cf[19401]']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes', 'customId': 19401}"
69,customfield_19643,customfield_19643,Migration path URL,Migration path URL,True,True,True,True,"['Migration path URL[URL Field]', 'cf[19643]', 'Migration path URL']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:url', 'customId': 19643}"
70,customfield_17100,customfield_17100,Managed Partner,Managed Partner,True,True,True,True,"['Managed Partner[Radio Buttons]', 'cf[17100]', 'Managed Partner']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons', 'customId': 17100}"
71,customfield_19406,customfield_19406,Story point estimate,Story point estimate,True,True,True,True,"['cf[19406]', 'Story point estimate']","{'type': 'number', 'custom': 'com.pyxis.greenhopper.jira:jsw-story-points', 'customId': 19406}"
72,customfield_19648,customfield_19648,Data residency,Data residency,True,True,True,True,"['cf[19648]', 'Data residency', 'Data residency[Dropdown]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 19648}"
73,customfield_19528,customfield_19528,Vulnerability Classes,Vulnerability Classes,True,True,True,True,"['cf[19528]', 'Vulnerability Classes[Select List (multiple choices)]', 'Vulnerability Classes']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiselect', 'customId': 19528}"
74,customfield_19529,customfield_19529,Triage Due Date,Triage Due Date,True,True,True,True,"['Triage Due Date[Date]', 'cf[19529]', 'Triage Due Date']","{'type': 'date', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:datepicker', 'customId': 19529}"
75,customfield_19402,customfield_19402,Flag decommissioned or linked to ticket to do that (code change removing invocations merged and then flag removed),Flag decommissioned or linked to ticket to do that (code change removing invocations merged and then flag removed),True,True,True,True,"['cf[19402]', 'Flag decommissioned or linked to ticket to do that (code change removing invocations merged and then flag removed)[Checkboxes]', 'Flag decommissioned or linked to ticket to do that (code change removing invocations merged and then flag removed)']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes', 'customId': 19402}"
76,customfield_19644,customfield_19644,Feature difference URL,Feature difference URL,True,True,True,True,"['cf[19644]', 'Feature difference URL[URL Field]', 'Feature difference URL']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:url', 'customId': 19644}"
77,customfield_19403,customfield_19403,Migrations cleaned up or linked to ticket to do that (triggers & old data removed),Migrations cleaned up or linked to ticket to do that (triggers & old data removed),True,True,True,True,"['cf[19403]', 'Migrations cleaned up or linked to ticket to do that (triggers & old data removed)', 'Migrations cleaned up or linked to ticket to do that (triggers & old data removed)[Checkboxes]']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes', 'customId': 19403}"
78,customfield_19645,customfield_19645,Parity blocker,Parity blocker,True,True,True,True,"['Parity blocker', 'cf[19645]', 'Parity blocker[Dropdown]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 19645}"
79,customfield_19524,customfield_19524,Source,Source,True,True,True,True,"['Source[Dropdown]', 'cf[19524]', 'Source']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 19524}"
80,customfield_19404,customfield_19404,Partner / Vendor ID,Partner / Vendor ID,True,True,True,True,"['Partner / Vendor ID[Number]', 'cf[19404]', 'Partner / Vendor ID']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 19404}"
81,customfield_19525,customfield_19525,CVSS V3 Score,CVSS V3 Score,True,True,True,True,"['CVSS V3 Score[Number]', 'cf[19525]', 'CVSS V3 Score']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 19525}"
82,customfield_19647,customfield_19647,Cloud fortified,Cloud fortified,True,True,True,True,"['Cloud fortified', 'Cloud fortified[Dropdown]', 'cf[19647]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 19647}"
83,customfield_19526,customfield_19526,CVSS V3 URL,CVSS V3 URL,True,True,True,True,"['CVSS V3 URL[URL Field]', 'CVSS V3 URL', 'cf[19526]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:url', 'customId': 19526}"
84,customfield_22924,customfield_22924,Skills Matrix Segment,Skills Matrix Segment,True,True,True,True,"['cf[22924]', 'Skills Matrix Segment', 'Skills Matrix Segment[Dropdown]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 22924}"
85,customfield_24963,customfield_24963,Design Win,Design Win,True,True,True,True,"['Design Win[Checkboxes]', 'cf[24963]', 'Design Win']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes', 'customId': 24963}"
86,customfield_19751,customfield_19751,Existing Connect-to-Forge,Existing Connect-to-Forge,True,True,True,True,"['cf[19751]', 'Existing Connect-to-Forge[Select List (multiple choices)]', 'Existing Connect-to-Forge']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiselect', 'customId': 19751}"
87,customfield_24846,customfield_24846,App Version Visibility,App Version Visibility,True,True,True,True,"['App Version Visibility', 'App Version Visibility[Select List (multiple choices)]', 'cf[24846]']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiselect', 'customId': 24846}"
88,customfield_24847,customfield_24847,Idea archived,Idea archived,True,True,True,True,"['Idea archived[Dropdown]', 'cf[24847]', 'Idea archived']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 24847}"
89,customfield_24848,customfield_24848,Idea archived by,Idea archived by,True,True,True,True,"['cf[24848]', 'Idea archived by', 'Idea archived by[People]']","{'type': 'array', 'items': 'user', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:people', 'customId': 24848, 'configuration': {'isMulti': True}}"
90,customfield_24849,customfield_24849,Idea archived on,Idea archived on,True,True,True,True,"['Idea archived on[Time stamp]', 'cf[24849]', 'Idea archived on']","{'type': 'datetime', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:datetime', 'customId': 24849}"
91,customfield_19990,customfield_19990,Lighthouse status,Lighthouse status,True,True,True,True,"['Lighthouse status[Select List (multiple choices)]', 'cf[19990]', 'Lighthouse status']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiselect', 'customId': 19990}"
92,customfield_19759,customfield_19759,Request type,Request type,True,True,True,True,"['Request type', 'cf[19759]']","{'type': 'sd-customerrequesttype', 'custom': 'com.atlassian.servicedesk:vp-origin', 'customId': 19759}"
93,customfield_19519,customfield_19519,Role,Role,True,True,True,True,"['Role', 'Role[Dropdown]', 'cf[19519]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 19519}"
94,customfield_19512,customfield_19512,Target start,Target start,True,True,True,True,"['cf[19512]', 'Target start']","{'type': 'date', 'custom': 'com.atlassian.jpo:jpo-custom-field-baseline-start', 'customId': 19512}"
95,customfield_19754,customfield_19754,Responders,Responders,True,True,True,True,[],"{'type': 'array', 'items': 'string', 'custom': 'com.atlassian.jira.modules.servicemanagement.responders-entity:responders-entity-field-cftype', 'customId': 19754}"
96,customfield_19513,customfield_19513,Target end,Target end,True,True,True,True,"['cf[19513]', 'Target end']","{'type': 'date', 'custom': 'com.atlassian.jpo:jpo-custom-field-baseline-end', 'customId': 19513}"
97,customfield_24850,customfield_24850,Atlassian project,Atlassian project,True,True,True,True,"['cf[24850]', 'Atlassian project']","{'type': 'string', 'custom': 'jira.polaris:atlassian-project', 'customId': 24850}"
98,customfield_24851,customfield_24851,Atlassian project status,Atlassian project status,True,True,True,True,"['cf[24851]', 'Atlassian project status']","{'type': 'string', 'custom': 'jira.polaris:atlassian-project-status', 'customId': 24851}"
99,customfield_24852,customfield_24852,Insights,Insights,True,True,True,True,"['cf[24852]', 'Insights']","{'type': 'number', 'custom': 'jira.polaris:count-insights', 'customId': 24852}"
100,customfield_24853,customfield_24853,Comments,Comments,True,True,True,True,"['cf[24853]', 'Comments']","{'type': 'number', 'custom': 'jira.polaris:count-issue-comments', 'customId': 24853}"
101,customfield_24854,customfield_24854,Linked items,Linked items,True,True,True,True,"['cf[24854]', 'Linked items']","{'type': 'number', 'custom': 'jira.polaris:count-linked-issues', 'customId': 24854}"
102,customfield_24855,customfield_24855,Delivery progress,Delivery progress,True,True,True,True,"['cf[24855]', 'Delivery progress']","{'type': 'string', 'custom': 'jira.polaris:delivery-progress', 'customId': 24855}"
103,customfield_19740,customfield_19740,External issue ID,External issue ID,True,True,True,True,"['cf[19740]', 'External issue ID', 'External issue ID[Short text]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 19740}"
104,customfield_24856,customfield_24856,Delivery status,Delivery status,True,True,True,True,"['cf[24856]', 'Delivery status']","{'type': 'string', 'custom': 'jira.polaris:delivery-status', 'customId': 24856}"
105,customfield_19620,customfield_19620,ProdSec Triage Assignee,ProdSec Triage Assignee,True,True,True,True,"['ProdSec Triage Assignee', 'ProdSec Triage Assignee[User Picker (multiple users)]', 'cf[19620]']","{'type': 'array', 'items': 'user', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker', 'customId': 19620}"
106,customfield_19862,customfield_19862,HOT ticket,HOT ticket,True,True,True,True,"['cf[19862]', 'HOT ticket[Short text]', 'HOT ticket']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 19862}"
107,customfield_19621,customfield_19621,Partner Dashboard Link View All Issues Here,Partner Dashboard Link View All Issues Here,True,True,True,True,"['Partner Dashboard Link View All Issues Here', 'cf[19621]']","{'type': 'string', 'custom': 'com.atlassian.jira.toolkit:message', 'customId': 19621}"
108,customfield_15380,customfield_15380,Original Estimate,Original Estimate,True,True,True,True,"['cf[15380]', 'Original Estimate', 'Original Estimate[Number]']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 15380}"
109,customfield_17201,customfield_17201,External Backlog Key,External Backlog Key,True,True,True,True,"['External Backlog Key[Short text]', 'cf[17201]', 'External Backlog Key']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 17201}"
110,customfield_19626,customfield_19626,Customer name,Customer name,True,True,True,True,"['Customer name[Labels]', 'cf[19626]', 'Customer name']","{'type': 'array', 'items': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:labels', 'customId': 19626}"
111,customfield_19501,customfield_19501,Rating Score,Rating Score,True,True,True,True,"['Rating Score[Number]', 'cf[19501]', 'Rating Score']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 19501}"
112,customfield_19623,customfield_19623,Follow-up,Follow-up,True,True,True,True,"['cf[19623]', 'Follow-up']","{'type': 'sd-servicelevelagreement', 'custom': 'com.atlassian.servicedesk:sd-sla-field', 'customId': 19623}"
113,customfield_19502,customfield_19502,User ID,User ID,True,True,True,True,"['cf[19502]', 'User ID', 'User ID[Short text]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 19502}"
114,timetracking,timetracking,Time tracking,,False,True,False,True,[],"{'type': 'timetracking', 'system': 'timetracking'}"
